Scenario ID,Employee Search Query,Scenario Family,Edge Case Tags,Difficulty,Answerability,Intent Count,Archetype,Target Family ID,Target Instance ID,Construction,Generator Version,Generator Seed
Q20500,help me understand fixed pay,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - compensation review by region - summary,R0887,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Base Pay""], ""lexicon_rule"": ""comp.salary"", ""phrase"": ""fixed pay""}",2.0.0,20260804
Q20501,we are worried about churn rate,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - turnover by business unit,R0463,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Average Headcount"", ""Termination Count"", ""Turnover Rate""], ""lexicon_rule"": ""term.turnover_rate"", ""phrase"": ""churn rate""}",2.0.0,20260804
Q20502,help me understand prior boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax terminations by event (5),R2933,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Manager""], ""lexicon_rule"": ""mobility.previous_manager"", ""phrase"": ""prior boss""}",2.0.0,20260804
Q20503,why are we boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,osv-employee movement by region,R0023,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Manager""], ""lexicon_rule"": ""core.manager.boss"", ""phrase"": ""boss""}",2.0.0,20260804
Q20504,help me understand market midpoint,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - worker location by location - current,R1600,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Range Midpoint""], ""lexicon_rule"": ""salary_ranges.midpoint"", ""phrase"": ""market midpoint""}",2.0.0,20260804
Q20505,can you show me something about workplace,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - agency activity by agency,R1699,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Location""], ""lexicon_rule"": ""core.location.workplace"", ""phrase"": ""workplace""}",2.0.0,20260804
Q20506,can you show me something about boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,osv-learning enrollment by learner - monthly,R1225,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Manager""], ""lexicon_rule"": ""core.manager.boss"", ""phrase"": ""boss""}",2.0.0,20260804
Q20507,help me understand how big is each team,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - headcount by quarter,R0246,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Headcount""], ""lexicon_rule"": ""core.headcount.team_size"", ""phrase"": ""how big is each team""}",2.0.0,20260804
Q20508,can you show me something about absence type,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - leave details by country - ytd,R2065,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Leave Type"", ""Time Off Type""], ""lexicon_rule"": ""absence.type"", ""phrase"": ""absence type""}",2.0.0,20260804
Q20509,i need to get a handle on separation details,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - terminations by region - quarterly,R0524,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Count"", ""Termination Date"", ""Termination Reason"", ""Termination Type""], ""lexicon_rule"": ""term.termination_detail"", ""phrase"": ""separation details""}",2.0.0,20260804
Q20510,can you show me something about requisition cycle time,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm recruiter activity by source,R0959,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Time to Fill""], ""lexicon_rule"": ""recruiting.time_to_fill"", ""phrase"": ""requisition cycle time""}",2.0.0,20260804
Q20511,why are we former boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm new hires by event - dashboard,R3347,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Manager""], ""lexicon_rule"": ""mobility.previous_manager"", ""phrase"": ""former boss""}",2.0.0,20260804
Q20512,what is going on with paycheck cycle,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm pay calculation by company,R3161,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Pay Period""], ""lexicon_rule"": ""payroll.period"", ""phrase"": ""paycheck cycle""}",2.0.0,20260804
Q20513,why are we vacancy,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,job family by recruiter - quarterly,R1551,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Filled Indicator"", ""Job Requisition"", ""Position Status""], ""lexicon_rule"": ""recruiting.requisition"", ""phrase"": ""vacancy""}",2.0.0,20260804
Q20514,help me understand training overdue,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm learning audit by learner,R3872,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""training overdue""}",2.0.0,20260804
Q20515,i need to get a handle on start date,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,worker roster - summary,R0615,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Hire Date""], ""lexicon_rule"": ""worker.hire_start_date"", ""phrase"": ""start date""}",2.0.0,20260804
Q20516,help me understand payroll period,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - compensation statement by region - quarterly,R0226,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Pay Period""], ""lexicon_rule"": ""core.pay_period"", ""phrase"": ""payroll period""}",2.0.0,20260804
Q20517,can you show me something about deduction,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - earnings and deductions by earning v4,R1346,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Deductions""], ""lexicon_rule"": ""core.deductions"", ""phrase"": ""deduction""}",2.0.0,20260804
Q20518,can you show me something about recruiting stage,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax open job requisitions by job - current,R1741,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Application Stage""], ""lexicon_rule"": ""recruiting.stage"", ""phrase"": ""recruiting stage""}",2.0.0,20260804
Q20519,what is going on with recruiting stage,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm candidate pipeline by location - quarterly,R3389,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Application Stage""], ""lexicon_rule"": ""recruiting.stage"", ""phrase"": ""recruiting stage""}",2.0.0,20260804
Q20520,we are worried about potential replacement,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,talent matrix by organization - ytd,R1649,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Succession Candidate"", ""Succession Plan"", ""Succession Readiness""], ""lexicon_rule"": ""succession.replacement"", ""phrase"": ""potential replacement""}",2.0.0,20260804
Q20521,help me understand voluntary termination,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - mobility events by country - monthly,R3731,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Reason"", ""Termination Type""], ""lexicon_rule"": ""term.voluntary_exit"", ""phrase"": ""voluntary termination""}",2.0.0,20260804
Q20522,help me understand who left,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,position changes - monthly,R0326,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Date"", ""Termination Reason""], ""lexicon_rule"": ""term.people_left"", ""phrase"": ""who left""}",2.0.0,20260804
Q20523,we are worried about ready now successor,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm readiness by talent pool - monthly,R3826,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Succession Candidate"", ""Succession Plan"", ""Succession Readiness""], ""lexicon_rule"": ""succession.readiness"", ""phrase"": ""ready now successor""}",2.0.0,20260804
Q20524,why are we prior manager,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - mobility events by worker type,R1437,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Manager""], ""lexicon_rule"": ""mobility.previous_manager"", ""phrase"": ""prior manager""}",2.0.0,20260804
Q20525,what is going on with leave type,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - absence calendar by worker - quarterly - copy,R0070,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Leave Type"", ""Time Off Type""], ""lexicon_rule"": ""absence.type"", ""phrase"": ""leave type""}",2.0.0,20260804
Q20526,we are worried about bosses,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - goal summary by organization - dashboard,R0898,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Manager""], ""lexicon_rule"": ""core.manager.boss"", ""phrase"": ""bosses""}",2.0.0,20260804
Q20527,we are worried about paycheck period,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - earnings and deductions by earning v4,R1346,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Pay Period""], ""lexicon_rule"": ""core.pay_period"", ""phrase"": ""paycheck period""}",2.0.0,20260804
Q20528,can you show me something about benefits group,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - benefit census by company,R2196,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Benefit Group""], ""lexicon_rule"": ""benefits.group"", ""phrase"": ""benefits group""}",2.0.0,20260804
Q20529,i need to get a handle on work location,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,osv-manager hierarchy - current,R3963,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Location""], ""lexicon_rule"": ""core.location.workplace"", ""phrase"": ""work location""}",2.0.0,20260804
Q20530,we are worried about take home pay,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - earnings and deductions by period - monthly v2,R0165,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Net Pay""], ""lexicon_rule"": ""core.net_pay"", ""phrase"": ""take home pay""}",2.0.0,20260804
Q20531,we are worried about successors,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm readiness by talent pool - monthly,R3826,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Succession Candidate"", ""Succession Plan"", ""Succession Readiness""], ""lexicon_rule"": ""succession.replacement"", ""phrase"": ""successors""}",2.0.0,20260804
Q20532,can you show me something about team leader,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - employee profile by company - quarterly,R2926,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Manager""], ""lexicon_rule"": ""core.manager.boss"", ""phrase"": ""team leader""}",2.0.0,20260804
Q20533,help me understand pay before taxes,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - payroll inputs by earning - monthly,R3838,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Gross Pay""], ""lexicon_rule"": ""comp.gross"", ""phrase"": ""pay before taxes""}",2.0.0,20260804
Q20534,help me understand past due,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - upcoming learning - current - copy,R0732,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""past due""}",2.0.0,20260804
Q20535,i need to get a handle on changed managers,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax terminations by event (5),R2933,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""New Manager"", ""Previous Manager""], ""lexicon_rule"": ""mobility.manager_change"", ""phrase"": ""changed managers""}",2.0.0,20260804
Q20536,help me understand org,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - performance review by organization - historical,R3679,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Supervisory Organization""], ""lexicon_rule"": ""org.grouped_by_org"", ""phrase"": ""org""}",2.0.0,20260804
Q20537,i need to get a handle on past due,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - upcoming learning by learner,R0293,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""past due""}",2.0.0,20260804
Q20538,what is going on with take-home pay,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax time off requests by country,R2050,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Net Pay""], ""lexicon_rule"": ""core.net_pay"", ""phrase"": ""take-home pay""}",2.0.0,20260804
Q20539,i need to get a handle on open roles,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - job family by organization - current,R3923,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Filled Indicator"", ""Job Requisition"", ""Position Status""], ""lexicon_rule"": ""recruiting.requisition"", ""phrase"": ""open roles""}",2.0.0,20260804
Q20540,why are we salary midpoint,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,compensation statement by plan - ytd,R3548,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Range Midpoint""], ""lexicon_rule"": ""salary_ranges.midpoint"", ""phrase"": ""salary midpoint""}",2.0.0,20260804
Q20541,what is going on with quit,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,terminations by business unit,R3830,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Termination Reason"", ""Termination Type""], ""lexicon_rule"": ""term.voluntary_exit"", ""phrase"": ""quit""}",2.0.0,20260804
Q20542,what is going on with review rating,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - development goals by organization - ytd,R3538,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Performance Rating""], ""lexicon_rule"": ""performance.score"", ""phrase"": ""review rating""}",2.0.0,20260804
Q20543,can you show me something about salary midpoint,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,compensation statement by plan - ytd,R3548,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Range Midpoint""], ""lexicon_rule"": ""salary_ranges.midpoint"", ""phrase"": ""salary midpoint""}",2.0.0,20260804
Q20544,we are worried about paycheck period,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,pay calculation by earning - copy,R0360,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Pay Period""], ""lexicon_rule"": ""core.pay_period"", ""phrase"": ""paycheck period""}",2.0.0,20260804
Q20545,what is going on with old organization,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - position changes by company 2026,R0789,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Organization""], ""lexicon_rule"": ""mobility.previous_org"", ""phrase"": ""old organization""}",2.0.0,20260804
Q20546,we are worried about applicants,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - job posting,R1203,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Candidate""], ""lexicon_rule"": ""recruiting.applicant"", ""phrase"": ""applicants""}",2.0.0,20260804
Q20547,help me understand bench strength,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - potential rating by readiness - detail,R0106,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Succession Candidate"", ""Succession Plan"", ""Succession Readiness""], ""lexicon_rule"": ""succession.readiness"", ""phrase"": ""bench strength""}",2.0.0,20260804
Q20548,what is going on with paycheck period,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,cr_payroll results by earning - detail,R0939,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Pay Period""], ""lexicon_rule"": ""core.pay_period"", ""phrase"": ""paycheck period""}",2.0.0,20260804
Q20549,can you show me something about leave plan,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - time off requests by worker,R0382,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Time Off Plan""], ""lexicon_rule"": ""absence.plan"", ""phrase"": ""leave plan""}",2.0.0,20260804
Q20550,help me understand vacancy,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - position budget by job family - detail,R0511,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Filled Indicator"", ""Job Requisition"", ""Position Status""], ""lexicon_rule"": ""recruiting.requisition"", ""phrase"": ""vacancy""}",2.0.0,20260804
Q20551,why are we requisition cycle time,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - open job requisitions by source - quarterly,R3097,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Time to Fill""], ""lexicon_rule"": ""recruiting.time_to_fill"", ""phrase"": ""requisition cycle time""}",2.0.0,20260804
Q20552,what is going on with supervisory org,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm employee movement by quarter - current,R0469,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Supervisory Organization""], ""lexicon_rule"": ""location.supervisory_org"", ""phrase"": ""supervisory org""}",2.0.0,20260804
Q20553,help me understand training results,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - upcoming learning by learner,R0293,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Date"", ""Completion Score"", ""Completion Status""], ""lexicon_rule"": ""learning.completion"", ""phrase"": ""training results""}",2.0.0,20260804
Q20554,we are worried about overdue training,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - learning assignment by learner - current,R0137,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""overdue training""}",2.0.0,20260804
Q20555,why are we days to hire,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm agency activity by recruiter - dashboard,R2592,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Time to Fill""], ""lexicon_rule"": ""recruiting.time_to_fill"", ""phrase"": ""days to hire""}",2.0.0,20260804
Q20556,can you show me something about previous boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - termination detail by event - detail,R1148,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Manager""], ""lexicon_rule"": ""mobility.previous_manager"", ""phrase"": ""previous boss""}",2.0.0,20260804
Q20557,i need to get a handle on annual salary,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - pay equity by manager,R3232,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Base Pay""], ""lexicon_rule"": ""comp.salary"", ""phrase"": ""annual salary""}",2.0.0,20260804
Q20558,why are we vacation plan,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - leave eligibility by date - summary,R2426,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Time Off Plan""], ""lexicon_rule"": ""absence.plan"", ""phrase"": ""vacation plan""}",2.0.0,20260804
Q20559,help me understand employee rating,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - performance distribution by review cycle (7),R2338,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Performance Rating""], ""lexicon_rule"": ""performance.score"", ""phrase"": ""employee rating""}",2.0.0,20260804
Q20560,can you show me something about kind of leave,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - time off requests by organization - dashboard,R3043,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Leave Type"", ""Time Off Type""], ""lexicon_rule"": ""absence.type"", ""phrase"": ""kind of leave""}",2.0.0,20260804
Q20561,why are we boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - goal progress - monthly,R2162,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Manager""], ""lexicon_rule"": ""core.manager.boss"", ""phrase"": ""boss""}",2.0.0,20260804
Q20562,can you show me something about paycheck details,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - earnings and deductions by period - current,R2120,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Deductions"", ""Gross Pay"", ""Net Pay""], ""lexicon_rule"": ""payroll.amounts"", ""phrase"": ""paycheck details""}",2.0.0,20260804
Q20563,what is going on with organization,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax position budget by status - quarterly,R2392,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Supervisory Organization""], ""lexicon_rule"": ""org.grouped_by_org"", ""phrase"": ""organization""}",2.0.0,20260804
Q20564,we are worried about benefits group,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - benefit coverage by company - monthly,R2739,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Benefit Group""], ""lexicon_rule"": ""benefits.group"", ""phrase"": ""benefits group""}",2.0.0,20260804
Q20565,we are worried about previous department,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - staffing snapshot - summary v2,R0210,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Organization""], ""lexicon_rule"": ""mobility.previous_org"", ""phrase"": ""previous department""}",2.0.0,20260804
Q20566,can you show me something about overdue training,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - learning enrollment v4,R2412,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Completion Status"", ""Due Date""], ""lexicon_rule"": ""learning.overdue"", ""phrase"": ""overdue training""}",2.0.0,20260804
Q20567,why are we hiring turnaround,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,cr_job posting by candidate stage,R2818,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Time to Fill""], ""lexicon_rule"": ""recruiting.time_to_fill"", ""phrase"": ""hiring turnaround""}",2.0.0,20260804
Q20568,we are worried about job seeker,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,cr_leave eligibility by organization,R2895,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Candidate""], ""lexicon_rule"": ""recruiting.applicant"", ""phrase"": ""job seeker""}",2.0.0,20260804
Q20569,we are worried about team leader,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - manager hierarchy - current,R1926,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Manager""], ""lexicon_rule"": ""core.manager.boss"", ""phrase"": ""team leader""}",2.0.0,20260804
Q20570,help me understand paycheck period,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - payroll register,R1158,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Pay Period""], ""lexicon_rule"": ""core.pay_period"", ""phrase"": ""paycheck period""}",2.0.0,20260804
Q20571,why are we recruiting partner,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,dax applications by agency - audit,R2374,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Recruiter""], ""lexicon_rule"": ""recruiting.recruiter"", ""phrase"": ""recruiting partner""}",2.0.0,20260804
Q20572,help me understand pay before taxes,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - payment election by worker - dashboard,R1381,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Gross Pay""], ""lexicon_rule"": ""comp.gross"", ""phrase"": ""pay before taxes""}",2.0.0,20260804
Q20573,help me understand pay before taxes,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - payment election by period,R2300,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Gross Pay""], ""lexicon_rule"": ""comp.gross"", ""phrase"": ""pay before taxes""}",2.0.0,20260804
Q20574,help me understand gross earnings,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,payroll inputs - quarterly,R3541,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Gross Pay""], ""lexicon_rule"": ""comp.gross"", ""phrase"": ""gross earnings""}",2.0.0,20260804
Q20575,i need to get a handle on coverage dates,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,axis - job posting by agency,R0713,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Coverage Begin Date"", ""Coverage End Date""], ""lexicon_rule"": ""benefits.coverage_dates"", ""phrase"": ""coverage dates""}",2.0.0,20260804
Q20576,we are worried about old boss,vague_outcome,vague; business_outcome; zero_title_overlap,Hard,Answerable,1,vague_outcome,hcm position changes,R3098,"{""construction"": ""lexicon phrase -> emitted fields -> carrying report"", ""emitted_canonicals"": [""Previous Manager""], ""lexicon_rule"": ""mobility.previous_manager"", ""phrase"": ""old boss""}",2.0.0,20260804
